Rcor2,0.014364128,0.017574485
Syt7,0.016587278,0.011434244
Fam111a,0.017573612,0.01487127
Prune2,0.004167535,0.0028813037
Apba1,0.010535584,0.0142600825
Vldlr,0.011896996,0.019208811
A1cf,0.016936354,0.045303326
Papss2,0.024116062,0.06843209
Kif20b,0.013167388,0.018219972
Kif11,0.01872405,0.020280628
Hhex,0.0035196163,0.031721093
Ffar4,0.014223687,0.007846499
Pde6c,0.01746464,0.017577609
Hells,0.01736319,0.04049557
Ankrd2,0.012223044,0.018350527
Golga7b,0.01281081,0.0134361945
Fbxl15,0.016627096,0.009794917
Sfxn2,0.007881503,0.012079651
Neurl1a,0.01340373,0.024269639
Ins1,0.018281989,0.014614395
Habp2,0.016525205,0.014705303
Pnliprp1,0.0027823509,0.0042783525
Celf2,0.010481604,0.021254815
Noxa1,0.018927792,0.017032556
Gm13373,0.012343777,0.011917839
Cel,0.0019700914,0.021024326
1700026L06Rik,0.015475409,0.018929398
Cfap77,0.022883464,0.0163449
Dnm1,0.013171014,0.01812592
Stxbp1,0.020258015,0.021969546
Lmx1b,0.01760001,0.019378843
Lrp1b,0.035134446,0.0014394769
Cytip,0.013914524,0.011828821
Acvr1c,0.01817959,0.020993814
Dpp4,0.009809473,0.00832162
Gcg,0.02163222,0.02033523
Kcnh7,0.01409558,0.025506059
Scn3a,0.014890501,0.02102977
Scn9a,0.013002284,0.021611081
Spc25,0.008509652,0.013883423
Slc25a12,0.008438644,0.012428452
Wipf1,0.0147429835,0.05492068
Cerkl,0.016245736,0.017239694
Neurod1,0.009342969,0.014398393
Pde1a,0.013182114,0.021131925
Frzb,0.015719801,0.014669289
Serping1,0.01842428,0.016996292
Madd,0.01658035,0.010825442
Mdk,0.03030824,0.015404772
Creb3l1,0.012262181,0.0076778154
E530001K10Rik,0.012649756,0.011337072
Ehf,0.017489666,0.021964291
Cat,0.037731823,0.0064211134
Pax6os1,0.014212436,0.016146986
Elp4,0.008761625,0.031793226
Scg5,0.022748636,0.020302447
Gjd2,0.014252813,0.02555931
Meis2,0.01340504,0.018407298
Epb42,0.013283896,0.014581457
Tgm7,0.009344536,0.025551373
Shf,0.017173404,0.022663727
Hdc,0.01137762,0.023597397
